AreaName,ParentName,GazeObject,startKeyframe,endKeyframe,duration,
BookShelfArea,Bookshelf,WoodenShelf, 1118,1163,45,
BookShelfArea,LowerShelf,Book9, 1163,1249,86,
BookShelfArea,Bookshelf,WoodenShelf, 1249,1263,14,
BookShelfArea,LowerShelf,Books14, 1263,1338,75,
BookShelfArea,Bookshelf,WoodenShelf, 1338,1399,61,
BookShelfArea,LowerShelf,DeskPlant2, 1399,1403,4,
BookShelfArea,Bookshelf,WoodenShelf, 1403,1405,2,
BookShelfArea,RedOfficeChair,RedOfficeChair, 1405,1407,2,
BookShelfArea,ChairGroup,PlantC1, 1407,1412,5,
CabinArea,CabinetDoors,GothicCabinetDoor4, 1412,1415,3,
CabinArea,CabinetDoors,GothicCabinetDoor3, 1415,1419,4,
CabinArea,LowerCabin,PlantC2, 1419,1419,0,
CabinArea,CabinetDoors,GothicCabinetDoor3, 1419,1420,1,
CabinArea,Cabin,GothicCabinet, 1420,1421,1,
CabinArea,LoungeChair,LoungeChair, 1421,1422,1,
CabinArea,LoungeChair,OpenBook, 1422,1426,4,
LongTableArea,UnderLongTable,YogaBall, 1427,1431,4,
LongTableArea,LongTableSurface,Plant1, 1447,1449,2,
LongTableArea,LongTableSurface,OtherPlant2, 1451,1453,2,
LongTableArea,LongTableSurface,Laptop, 1453,1457,4,
LongTableArea,UnderLongTable,PlantC3, 1462,1465,3,
OfficeSet,BookStack,Books1, 1465,1475,10,
OfficeSet,OfficeDeskSurface,SushiBox1, 1479,1505,26,
OfficeSet,BookStack,Books1, 1509,1512,3,
OfficeSet,BookStack,Books2, 1512,1515,3,
OfficeSet,BookStack,Books1, 1515,1521,6,
OfficeSet,BookStack,Books2, 1521,1548,27,
LongTableArea,UnderLongTable,PlantC3, 1548,1568,20,
OfficeSet,BookStack,Books2, 1568,1588,20,
OfficeSet,BookStack,Books3, 1588,1609,21,
OfficeSet,OfficeTableDrawer,OfficeTableDrawer1, 1609,1619,10,
OfficeSet,BookStack,Books4, 1619,1621,2,
OfficeSet,OfficeTableDrawer,OfficeTableDrawer2, 1621,1629,8,
LongTableArea,UnderLongTable,PlantC3, 1757,1821,64,
LongTableArea,UnderLongTable,PlantC3, 1853,2002,149,
OfficeSet,BookStack,Books1, 2002,2012,10,
