frame,plyr_pos,head_pos,l_hand_pos,r_hand_pos,l_hand_locpos,r_hand_locpos,plyr_rot,head_rot,l_hand_rot,r_hand_rot,l_hand_locrot,r_hand_locrot,camOffset,
0,"[4.753,0,2.206]","[4.516136,1.62704,2.275327]","[4.296741,0.7065579,2.137874]","[4.392736,1.671095,2.849575]","[-0.4562586,-0.8934421,-0.0681265]","[-0.3602633,0.07109552,0.6435749]","[0,0,0,1]","[-0.1479609,-0.1699065,-0.01134825,0.9742231]","[-0.4023425,0.4565086,0.1598665,-0.7772793]","[-0.2293824,-0.1139381,0.2111436,0.9433028]","[-0.4023425,0.4565086,0.1598665,-0.7772793]","[-0.2293824,-0.1139381,0.2111436,0.9433028]",1.6,
1,"[4.753,0,2.206]","[4.515845,1.62694,2.275532]","[4.296559,0.7062684,2.137911]","[4.39302,1.671118,2.849837]","[-0.4564406,-0.8937316,-0.06808922]","[-0.35998,0.07111843,0.6438369]","[0,0,0,1]","[-0.1478561,-0.1692356,-0.01074576,0.9743626]","[-0.4029686,0.4563743,0.1595851,-0.7770917]","[-0.2265339,-0.1164075,0.2074896,0.9444997]","[-0.4029686,0.4563743,0.1595851,-0.7770917]","[-0.2265339,-0.1164075,0.2074896,0.9444997]",
2,"[4.753,0,2.206]","[4.515414,1.626731,2.275985]","[4.296493,0.7061215,2.138015]","[4.393064,1.671013,2.84961]","[-0.4565067,-0.8938785,-0.06798492]","[-0.3599357,0.07101253,0.6436103]","[0,0,0,1]","[-0.1476233,-0.1687398,-0.01026438,0.974489]","[-0.4032311,0.4561393,0.1596361,-0.777083]","[-0.2245003,-0.1226647,0.2046732,0.9448079]","[-0.4032311,0.4561393,0.1596361,-0.777083]","[-0.2245003,-0.1226647,0.2046732,0.9448079]",
3,"[4.753,0,2.206]","[4.51522,1.626667,2.276156]","[4.296449,0.7059773,2.138175]","[4.392939,1.670778,2.849528]","[-0.456551,-0.8940228,-0.06782568]","[-0.3600613,0.07077748,0.6435277]","[0,0,0,1]","[-0.1475729,-0.1684496,-0.0100144,0.9745495]","[-0.4034003,0.4558308,0.15995,-0.7771116]","[-0.2251824,-0.1243217,0.2054604,0.9442579]","[-0.4034003,0.4558308,0.15995,-0.7771116]","[-0.2251824,-0.1243217,0.2054604,0.9442579]",
4,"[4.753,0,2.206]","[4.514524,1.6266,2.27662]","[4.296303,0.7055893,2.138508]","[4.392041,1.669541,2.850414]","[-0.4566972,-0.8944107,-0.06749179]","[-0.3609589,0.06954081,0.6444139]","[0,0,0,1]","[-0.1478463,-0.1679928,-0.009626317,0.9745908]","[-0.4038755,0.4549916,0.1603309,-0.7772781]","[-0.227101,-0.1254314,0.2115147,0.942313]","[-0.4038755,0.4549916,0.1603309,-0.7772781]","[-0.227101,-0.1254314,0.2115147,0.942313]",
5,"[4.753,0,2.206]","[4.514085,1.626534,2.276885]","[4.296154,0.7053367,2.138782]","[4.391533,1.66874,2.851174]","[-0.4568457,-0.8946633,-0.06721809]","[-0.3614668,0.06873961,0.6451741]","[0,0,0,1]","[-0.1478375,-0.1679183,-0.009660208,0.9746046]","[-0.4042454,0.4545991,0.1602713,-0.7773278]","[-0.2259797,-0.1250954,0.2147583,0.9418935]","[-0.4042454,0.4545991,0.1602713,-0.7773278]","[-0.2259797,-0.1250954,0.2147583,0.9418935]",
6,"[4.753,0,2.206]","[4.51376,1.626489,2.277122]","[4.296043,0.7051956,2.138951]","[4.391464,1.668544,2.851528]","[-0.4569569,-0.8948044,-0.06704875]","[-0.3615356,0.06854356,0.6455277]","[0,0,0,1]","[-0.1479604,-0.168039,-0.009179616,0.9745699]","[-0.4043956,0.4544722,0.1601878,-0.7773411]","[-0.2245469,-0.1247011,0.2148836,0.9422597]","[-0.4043956,0.4544722,0.1601878,-0.7773411]","[-0.2245469,-0.1247011,0.2148836,0.9422597]",
7,"[4.753,0,2.206]","[4.513398,1.626467,2.277273]","[4.295725,0.7048403,2.139543]","[4.391535,1.668166,2.852606]","[-0.4572749,-0.8951597,-0.06645751]","[-0.3614648,0.06816575,0.6466059]","[0,0,0,1]","[-0.1477862,-0.1681453,-0.008677207,0.9745826]","[-0.4045647,0.4541371,0.1601783,-0.7774509]","[-0.2202525,-0.1236199,0.2125809,0.9439366]","[-0.4045647,0.4541371,0.1601783,-0.7774509]","[-0.2202525,-0.1236199,0.2125809,0.9439366]",
8,"[4.753,0,2.206]","[4.513398,1.626467,2.277273]","[4.295725,0.7048403,2.139543]","[4.391535,1.668166,2.852606]","[-0.4572749,-0.8951597,-0.06645751]","[-0.3614648,0.06816575,0.6466059]","[0,0,0,1]","[-0.1477862,-0.1681453,-0.008677207,0.9745826]","[-0.4045647,0.4541371,0.1601783,-0.7774509]","[-0.2202525,-0.1236199,0.2125809,0.9439366]","[-0.4045647,0.4541371,0.1601783,-0.7774509]","[-0.2202525,-0.1236199,0.2125809,0.9439366]",
9,"[4.753,0,2.206]","[4.513101,1.626605,2.277398]","[4.295132,0.70456,2.14075]","[4.391201,1.6674,2.853468]","[-0.4578677,-0.89544,-0.06524988]","[-0.3617985,0.06739974,0.6474681]","[0,0,0,1]","[-0.1475052,-0.168142,-0.008286945,0.9746291]","[-0.4043375,0.4541366,0.1600412,-0.7775976]","[-0.2219978,-0.1216166,0.21635,0.9429311]","[-0.4043375,0.4541366,0.1600412,-0.7775976]","[-0.2219978,-0.1216166,0.21635,0.9429311]",
10,"[4.753,0,2.206]","[4.511716,1.626394,2.278147]","[4.294736,0.7044808,2.14164]","[4.391013,1.666829,2.853653]","[-0.4582634,-0.8955192,-0.06436017]","[-0.361987,0.06682903,0.6476526]","[0,0,0,1]","[-0.1467996,-0.1679567,-0.007316429,0.9747753]","[-0.4041789,0.4543078,0.1597354,-0.7776429]","[-0.223315,-0.1215388,0.2181894,0.942206]","[-0.4041789,0.4543078,0.1597354,-0.7776429]","[-0.223315,-0.1215388,0.2181894,0.942206]",
11,"[4.753,0,2.206]","[4.510699,1.6263,2.278613]","[4.29459,0.7044695,2.142028]","[4.390995,1.666805,2.853559]","[-0.4584104,-0.8955305,-0.06397249]","[-0.3620046,0.06680509,0.6475593]","[0,0,0,1]","[-0.1461556,-0.1678284,-0.006256965,0.9749016]","[-0.4039975,0.4543848,0.1596584,-0.7777079]","[-0.2229212,-0.1221313,0.2170176,0.9424932]","[-0.4039975,0.4543848,0.1596584,-0.7777079]","[-0.2229212,-0.1221313,0.2170176,0.9424932]",
12,"[4.753,0,2.206]","[4.510357,1.626258,2.278519]","[4.294212,0.7044915,2.143029]","[4.391059,1.666889,2.853433]","[-0.4587878,-0.8955085,-0.06297147]","[-0.3619407,0.06688885,0.6474327]","[0,0,0,1]","[-0.1459225,-0.1678492,-0.005988881,0.9749346]","[-0.4033648,0.4545117,0.1593608,-0.7780232]","[-0.2225838,-0.1224886,0.2155761,0.9428573]","[-0.4033648,0.4545117,0.1593608,-0.7780232]","[-0.2225838,-0.1224886,0.2155761,0.9428573]",
13,"[4.753,0,2.206]","[4.510067,1.626119,2.278576]","[4.293959,0.7045175,2.143827]","[4.391002,1.66662,2.853558]","[-0.4590405,-0.8954825,-0.06217318]","[-0.3619975,0.06661987,0.647558]","[0,0,0,1]","[-0.1460768,-0.1682608,-0.005618737,0.9748427]","[-0.4028783,0.4545191,0.1590198,-0.7783407]","[-0.2223387,-0.123073,0.2151737,0.942931]","[-0.4028783,0.4545191,0.1590198,-0.7783407]","[-0.2223387,-0.123073,0.2151737,0.942931]",
14,"[4.753,0,2.206]","[4.509633,1.626078,2.27867]","[4.293489,0.7046475,2.146095]","[4.390835,1.665837,2.853874]","[-0.459511,-0.8953525,-0.05990561]","[-0.3621643,0.06583682,0.6478739]","[0,0,0,1]","[-0.146017,-0.1693858,-0.004579688,0.9746623]","[-0.4014958,0.4540485,0.1583238,-0.7794708]","[-0.2223817,-0.124651,0.2155667,0.9426237]","[-0.4014958,0.4540485,0.1583238,-0.7794708]","[-0.2223817,-0.124651,0.2155667,0.9426237]",
15,"[4.753,0,2.206]","[4.509358,1.626056,2.278666]","[4.293337,0.7047256,2.146887]","[4.39085,1.665547,2.853912]","[-0.4596627,-0.8952744,-0.05911352]","[-0.3621501,0.06554652,0.647912]","[0,0,0,1]","[-0.145496,-0.1694997,-0.004869459,0.974719]","[-0.4008321,0.4535838,0.1585215,-0.7800426]","[-0.2229417,-0.124116,0.2163077,0.9423923]","[-0.4008321,0.4535838,0.1585215,-0.7800426]","[-0.2229417,-0.124116,0.2163077,0.9423923]",
16,"[4.753,0,2.206]","[4.509217,1.625883,2.27875]","[4.293114,0.7048327,2.147968]","[4.391019,1.665024,2.853837]","[-0.4598861,-0.8951674,-0.05803212]","[-0.3619808,0.06502391,0.647837]","[0,0,0,1]","[-0.1444725,-0.1696648,-0.005321176,0.9748401]","[-0.400013,0.452863,0.1588916,-0.7808061]","[-0.2237534,-0.1237258,0.2170209,0.9420872]","[-0.400013,0.452863,0.1588916,-0.7808061]","[-0.2237534,-0.1237258,0.2170209,0.9420872]",
17,"[4.753,0,2.206]","[4.508683,1.625697,2.278612]","[4.292862,0.7049106,2.148998]","[4.391428,1.664487,2.853565]","[-0.4601374,-0.8950894,-0.05700184]","[-0.3615718,0.06448656,0.6475651]","[0,0,0,1]","[-0.1430355,-0.1701298,-0.005482497,0.9749701]","[-0.3992653,0.4523366,0.1591551,-0.78144]","[-0.2238457,-0.1239521,0.2158674,0.9423006]","[-0.3992653,0.4523366,0.1591551,-0.78144]","[-0.2238457,-0.1239521,0.2158674,0.9423006]",
18,"[4.753,0,2.206]","[4.508329,1.625705,2.278443]","[4.292469,0.7049698,2.150041]","[4.392217,1.663016,2.853155]","[-0.4605313,-0.8950302,-0.05595864]","[-0.360783,0.06301631,0.6471547]","[0,0,0,1]","[-0.1417819,-0.1709826,-0.005838964,0.975002]","[-0.3985758,0.4519805,0.1590281,-0.7820237]","[-0.2239412,-0.1247215,0.2135866,0.942696]","[-0.3985758,0.4519805,0.1590281,-0.7820237]","[-0.2239412,-0.1247215,0.2135866,0.942696]",
19,"[4.753,0,2.206]","[4.507761,1.625582,2.278373]","[4.292276,0.7049996,2.150458]","[4.392609,1.662249,2.852951]","[-0.4607236,-0.8950005,-0.05554197]","[-0.3603908,0.06224886,0.646951]","[0,0,0,1]","[-0.1402795,-0.1718896,-0.005596513,0.9750612]","[-0.3983154,0.4517832,0.1588743,-0.7823016]","[-0.2241194,-0.1251019,0.2129541,0.9427463]","[-0.3983154,0.4517832,0.1588743,-0.7823016]","[-0.2241194,-0.1251019,0.2129541,0.9427463]",
20,"[4.753,0,2.206]","[4.507703,1.625331,2.278299]","[4.29186,0.7050804,2.151236]","[4.393387,1.660486,2.852779]","[-0.4611404,-0.8949196,-0.05476455]","[-0.3596128,0.06048575,0.6467786]","[0,0,0,1]","[-0.1394112,-0.1724426,-0.004844565,0.9750921]","[-0.3978087,0.4514226,0.1587833,-0.7827859]","[-0.2245443,-0.1242481,0.2128222,0.9427879]","[-0.3978087,0.4514226,0.1587833,-0.7827859]","[-0.2245443,-0.1242481,0.2128222,0.9427879]",
21,"[4.753,0,2.206]","[4.507507,1.625081,2.278238]","[4.291549,0.705152,2.151731]","[4.394279,1.658238,2.852753]","[-0.4614507,-0.894848,-0.05426966]","[-0.3587212,0.05823758,0.6467534]","[0,0,0,1]","[-0.1383534,-0.1725305,-0.00422313,0.9752301]","[-0.3973706,0.451287,0.1588072,-0.7830817]","[-0.224846,-0.1226427,0.2126164,0.9429726]","[-0.3973706,0.451287,0.1588072,-0.7830817]","[-0.224846,-0.1226427,0.2126164,0.9429726]",
22,"[4.753,0,2.206]","[4.50742,1.625044,2.278217]","[4.290913,0.7054133,2.152478]","[4.396527,1.648483,2.853767]","[-0.4620868,-0.8945867,-0.05352189]","[-0.3564724,0.04848338,0.6477671]","[0,0,0,1]","[-0.1381492,-0.1732988,-0.003956048,0.9751239]","[-0.3965754,0.4514315,0.1588828,-0.7833862]","[-0.2261169,-0.1189262,0.2163724,0.9422901]","[-0.3965754,0.4514315,0.1588828,-0.7833862]","[-0.2261169,-0.1189262,0.2163724,0.9422901]",
