AreaName,ParentName,GazeObject,startKeyframe,endKeyframe,duration,
CabinArea,Cabin,GothicCabinet, 114,116,2,
CabinArea,CabinetDoors,GothicCabinetDoor4, 116,145,29,
CabinArea,Cabin,GothicCabinet, 145,148,3,
CabinArea,Cabin,GothicCabinet, 221,233,12,
CabinArea,CabinetDoors,GothicCabinetDoor3, 233,258,25,
CabinArea,Cabin,GothicCabinet, 258,260,2,
CabinArea,Cabin,GothicCabinet, 334,348,14,
CabinArea,LoungeChair,OpenBook, 393,403,10,
CabinArea,LoungeChair,Key1, 403,410,7,
CabinArea,LoungeChair,OpenBook, 410,415,5,
CabinArea,LoungeChair,SmallCabinetDrawer1, 415,419,4,
CabinArea,LoungeChair,SmallCabinetDrawer2, 419,420,1,
CabinArea,LoungeChair,LoungeChair, 420,422,2,
CabinArea,LoungeChair,LoungeChair, 435,437,2,
CabinArea,LoungeChair,SmallCabinetDrawer2, 437,442,5,
CabinArea,LoungeChair,SmallCabinetDrawer1, 442,455,13,
CabinArea,LoungeChair,OpenBook, 455,462,7,
CabinArea,LoungeChair,Key1, 462,473,11,
CabinArea,LoungeChair,OpenBook, 473,689,216,
CabinArea,LoungeChair,LoungeChair, 689,705,16,
CabinArea,LoungeChair,OpenBook, 705,886,181,
CabinArea,LoungeChair,LoungeChair, 886,886,0,
CabinArea,Cabin,GothicCabinet, 890,905,15,
CabinArea,Cabin,GothicCabinet, 1014,1015,1,
CabinArea,CabinetDoors,GothicCabinetDoor4, 1015,1016,1,
CabinArea,Cabin,GothicCabinet, 1016,1017,1,
BookShelfArea,ChairGroup,PlantC1, 1021,1034,13,
BookShelfArea,RedOfficeChair,RedOfficeChair, 1034,1039,5,
BookShelfArea,Bookshelf,WoodenShelf, 1040,1044,4,
BookShelfArea,LowerShelf,DeskPlant2, 1044,1047,3,
BookShelfArea,LowerShelf,Cup1, 1047,1049,2,
BookShelfArea,Bookshelf,WoodenShelf, 1049,1052,3,
BookShelfArea,LowerShelf,Books14, 1052,1061,9,
BookShelfArea,LowerShelf,Book9, 1061,1066,5,
BookShelfArea,Bookshelf,WoodenShelf, 1068,1069,1,
BookShelfArea,UpperShelf,book7, 1069,1077,8,
BookShelfArea,Bookshelf,WoodenShelf, 1077,1092,15,
BookShelfArea,UpperShelf,book7, 1092,1096,4,
BookShelfArea,UpperShelf,book11, 1096,1096,0,
BookShelfArea,Bookshelf,WoodenShelf, 1096,1097,1,
BookShelfArea,Bookshelf,WoodenShelf, 1101,1113,12,
BookShelfArea,LowerShelf,Plant2, 1113,1200,87,
BookShelfArea,Bookshelf,WoodenShelf, 1200,1204,4,
BookShelfArea,LowerShelf,Plant2, 1204,1214,10,
BookShelfArea,Bookshelf,WoodenShelf, 1214,1228,14,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1228,1259,31,
BookShelfArea,Bookshelf,WoodenShelf, 1259,1260,1,
OfficeSet,OfficeSet,OfficeTable, 1260,1278,18,
OfficeSet,OfficeChairGroup,OfficeChair, 1280,1284,4,
OfficeSet,OfficeChairGroup,BookStack6, 1284,1285,1,
OfficeSet,OfficeChairGroup,Plant3, 1285,1307,22,
OfficeSet,OfficeChairGroup,OfficeChair, 1307,1308,1,
OfficeSet,OfficeSet,OfficeTable, 1308,1331,23,
BookShelfArea,Bookshelf,WoodenShelf, 1331,1332,1,
BookShelfArea,LowerShelf,Plant2, 1332,1462,130,
BookShelfArea,Bookshelf,WoodenShelf, 1462,1465,3,
BookShelfArea,LowerShelf,Plant2, 1465,1497,32,
BookShelfArea,Bookshelf,WoodenShelf, 1501,1511,10,
BookShelfArea,LowerShelf,Plant2, 1511,1514,3,
BookShelfArea,Bookshelf,WoodenShelf, 1514,1518,4,
BookShelfArea,LowerShelf,Plant2, 1518,1557,39,
BookShelfArea,Bookshelf,WoodenShelf, 1557,1561,4,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1561,1592,31,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1594,1598,4,
BookShelfArea,LowerShelf,Plant2, 1598,1632,34,
BookShelfArea,Bookshelf,WoodenShelf, 1632,1639,7,
OfficeSet,OfficeSet,OfficeTable, 1639,1639,0,
OfficeSet,OfficeSet,OfficeTable, 1641,1660,19,
BookShelfArea,Bookshelf,WoodenShelf, 1667,1669,2,
BookShelfArea,LowerShelf,Plant2, 1669,1689,20,
BookShelfArea,Bookshelf,WoodenShelf, 1698,1701,3,
BookShelfArea,LowerShelf,Plant2, 1701,1702,1,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1702,1703,1,
BookShelfArea,LowerShelf,Plant2, 1703,1703,0,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1703,1721,18,
BookShelfArea,Bookshelf,WoodenShelf, 1721,1721,0,
BookShelfArea,LowerShelf,Plant2, 1721,1725,4,
BookShelfArea,Bookshelf,WoodenShelf, 1726,1728,2,
BookShelfArea,LowerShelf,Books14, 1752,1765,13,
BookShelfArea,Bookshelf,WoodenShelf, 1765,1774,9,
BookShelfArea,LowerShelf,DeskPlant2, 1793,1795,2,
BookShelfArea,Bookshelf,WoodenShelf, 1806,1806,0,
BookShelfArea,UpperShelf,Books12, 1806,1825,19,
BookShelfArea,Bookshelf,WoodenShelf, 1825,1827,2,
BookShelfArea,LowerShelf,DeskPlant2, 1849,1858,9,
BookShelfArea,Bookshelf,WoodenShelf, 1858,1872,14,
BookShelfArea,RedOfficeChair,RedOfficeChair, 1872,1876,4,
BookShelfArea,ChairGroup,PlantC1, 1876,1904,28,
BookShelfArea,RedOfficeChair,RedOfficeChair, 1904,1909,5,
BookShelfArea,Bookshelf,WoodenShelf, 1909,1918,9,
BookShelfArea,LowerShelf,DeskPlant2, 1918,1933,15,
BookShelfArea,Bookshelf,WoodenShelf, 1933,1944,11,
BookShelfArea,LowerShelf,DeskPlant2, 1944,1952,8,
BookShelfArea,Bookshelf,WoodenShelf, 1952,1971,19,
BookShelfArea,LowerShelf,DeskPlant2, 1971,1976,5,
BookShelfArea,Bookshelf,WoodenShelf, 1976,1983,7,
BookShelfArea,RedOfficeChair,RedOfficeChair, 1983,1997,14,
BookShelfArea,ChairGroup,PlantC1, 1997,2050,53,
BookShelfArea,RedOfficeChair,RedOfficeChair, 2050,2053,3,
BookShelfArea,Bookshelf,WoodenShelf, 2053,2059,6,
BookShelfArea,LowerShelf,DeskPlant2, 2059,2065,6,
BookShelfArea,Bookshelf,WoodenShelf, 2065,2075,10,
BookShelfArea,LowerShelf,DeskPlant2, 2075,2079,4,
BookShelfArea,Bookshelf,WoodenShelf, 2079,2084,5,
BookShelfArea,RedOfficeChair,RedOfficeChair, 2084,2097,13,
BookShelfArea,ChairGroup,PlantC1, 2097,2153,56,
BookShelfArea,RedOfficeChair,RedOfficeChair, 2153,2232,79,
BookShelfArea,Bookshelf,WoodenShelf, 2235,2237,2,
BookShelfArea,UpperShelf,Books12, 2237,2239,2,
BookShelfArea,UpperShelf,Books13, 2239,2258,19,
BookShelfArea,Bookshelf,WoodenShelf, 2264,2275,11,
BookShelfArea,UpperShelf,Books13, 2279,2344,65,
BookShelfArea,UpperShelf,Books13, 2352,2377,25,
BookShelfArea,Bookshelf,WoodenShelf, 2377,2379,2,
BookShelfArea,UpperShelf,book7, 2379,2384,5,
BookShelfArea,UpperShelf,book11, 2384,2387,3,
BookShelfArea,UpperShelf,book6, 2387,2403,16,
BookShelfArea,UpperShelf,book3, 2403,2408,5,
BookShelfArea,UpperShelf,book6, 2413,2435,22,
BookShelfArea,Bookshelf,WoodenShelf, 2441,2445,4,
BookShelfArea,UpperShelf,Bookcase, 2445,2494,49,
BookShelfArea,Bookshelf,WoodenShelf, 2494,2501,7,
BookShelfArea,UpperShelf,Bookcase, 2501,2533,32,
BookShelfArea,Bookshelf,WoodenShelf, 2533,2533,0,
BookShelfArea,UpperShelf,Paperbag, 2533,2547,14,
BookShelfArea,UpperShelf,Paperbag, 2562,2574,12,
BookShelfArea,Bookshelf,WoodenShelf, 2574,2578,4,
OfficeSet,OfficeDeskSurface,ComputerMonitor, 2583,2588,5,
OfficeSet,OfficeSet,OfficeTable, 2599,2602,3,
OfficeSet,OfficeDeskSurface,OpenBook2, 2602,2604,2,
OfficeSet,OfficeChairGroup,Plant3, 2604,2631,27,
OfficeSet,OfficeChairGroup,OfficeChair, 2631,2637,6,
OfficeSet,OfficeChairGroup,Plant3, 2637,2705,68,
OfficeSet,OfficeDeskSurface,OtherPlant1, 2705,2791,86,
OfficeSet,OfficeChairGroup,Plant3, 2791,2819,28,
OfficeSet,OfficeDeskSurface,OtherPlant1, 2819,2820,1,
OfficeSet,OfficeDeskSurface,OpenBook2, 2820,2830,10,
OfficeSet,OfficeDeskSurface,OtherPlant1, 2830,2839,9,
OfficeSet,OfficeChairGroup,Plant3, 2839,2869,30,
OfficeSet,OfficeDeskSurface,OpenBook2, 2869,2879,10,
OfficeSet,OfficeChairGroup,Plant3, 2879,2880,1,
OfficeSet,OfficeDeskSurface,OpenBook2, 2880,2924,44,
OfficeSet,OfficeChairGroup,Plant3, 2924,2972,48,
OfficeSet,OfficeDeskSurface,OtherPlant1, 2972,2991,19,
OfficeSet,OfficeDeskSurface,OtherPlantBox, 2991,2992,1,
OfficeSet,OfficeSet,OfficeTable, 2992,2993,1,
OfficeSet,OfficeDeskSurface,ComputerMonitor, 2993,2998,5,
OfficeSet,OfficeDeskSurface,ComputerMonitor, 3041,3062,21,
OfficeSet,OfficeChairGroup,Plant3, 3062,3074,12,
OfficeSet,OfficeDeskSurface,ComputerMonitor, 3074,3075,1,
