AreaName,ParentName,GazeObject,startKeyframe,endKeyframe,duration,
CabinArea,Cabin,GothicCabinet, 44,48,4,
CabinArea,Cabin,GothicCabinet, 54,62,8,
CabinArea,Cabin,GothicCabinet, 71,82,11,
CabinArea,Cabin,GothicCabinet, 154,184,30,
CabinArea,LowerCabin,SmallChair2, 184,185,1,
CabinArea,Cabin,GothicCabinet, 185,197,12,
CabinArea,LoungeChair,LoungeChair, 198,201,3,
CabinArea,LoungeChair,SmallCabinetDrawer2, 201,205,4,
CabinArea,LoungeChair,SmallCabinetDrawer1, 205,266,61,
CabinArea,LoungeChair,SmallCabinetDrawer2, 266,270,4,
CabinArea,LoungeChair,LoungeChair, 270,271,1,
LongTableArea,LongTable,LongTable, 274,276,2,
LongTableArea,LongTableSurface,Bookcase1, 276,278,2,
LongTableArea,LongTable,LongTable, 278,320,42,
LongTableArea,UnderLongTable,OtherPlant3, 320,343,23,
LongTableArea,LongTableSurface,Romote Controller, 343,344,1,
LongTableArea,LongTable,LongTable, 344,346,2,
LongTableArea,LongTableSurface,Bookcase1, 346,351,5,
LongTableArea,LongTable,LongTable, 351,401,50,
LongTableArea,LongTableSurface,Bookcase1, 401,403,2,
LongTableArea,LongTable,LongTable, 403,455,52,
LongTableArea,LongTableSurface,Bookcase1, 455,476,21,
LongTableArea,LongTable,LongTable, 476,481,5,
LongTableArea,LongTableSurface,Bookcase1, 481,498,17,
LongTableArea,LongTable,LongTable, 498,499,1,
CabinArea,LoungeChair,OpenBook, 503,505,2,
CabinArea,LoungeChair,LoungeChair, 505,505,0,
CabinArea,LowerCabin,PlantC2, 505,506,1,
CabinArea,Cabin,GothicCabinet, 506,507,1,
CabinArea,LowerCabin,SmallChair2, 507,508,1,
CabinArea,Cabin,GothicCabinet, 508,508,0,
BookShelfArea,ChairGroup,PlantC1, 508,510,2,
BookShelfArea,Bookshelf,WoodenShelf, 510,511,1,
BookShelfArea,Bookshelf,WoodenShelf, 512,513,1,
BookShelfArea,UpperShelf,book7, 513,514,1,
BookShelfArea,UpperShelf,book11, 514,515,1,
BookShelfArea,UpperShelf,book6, 515,515,0,
BookShelfArea,UpperShelf,book3, 515,517,2,
BookShelfArea,Bookshelf,WoodenShelf, 517,517,0,
BookShelfArea,UpperShelf,DeskPlant4, 517,521,4,
BookShelfArea,Bookshelf,WoodenShelf, 521,522,1,
BookShelfArea,UpperShelf,book3, 522,524,2,
BookShelfArea,UpperShelf,book6, 524,526,2,
BookShelfArea,Bookshelf,WoodenShelf, 526,544,18,
BookShelfArea,UpperShelf,book7, 544,547,3,
BookShelfArea,UpperShelf,book6, 547,549,2,
BookShelfArea,Bookshelf,WoodenShelf, 549,551,2,
BookShelfArea,Bookshelf,WoodenShelf, 551,588,37,
BookShelfArea,LowerShelf,Book9, 588,590,2,
BookShelfArea,Bookshelf,WoodenShelf, 590,596,6,
BookShelfArea,LowerShelf,Book9, 596,597,1,
BookShelfArea,Bookshelf,WoodenShelf, 597,603,6,
BookShelfArea,LowerShelf,Book9, 603,604,1,
BookShelfArea,UpperShelf,book3, 604,640,36,
BookShelfArea,Bookshelf,WoodenShelf, 642,665,23,
BookShelfArea,UpperShelf,book3, 665,674,9,
BookShelfArea,UpperShelf,book6, 674,707,33,
BookShelfArea,Bookshelf,WoodenShelf, 707,708,1,
BookShelfArea,UpperShelf,book3, 708,719,11,
BookShelfArea,Bookshelf,WoodenShelf, 719,722,3,
BookShelfArea,UpperShelf,book6, 722,744,22,
BookShelfArea,UpperShelf,book11, 744,756,12,
BookShelfArea,UpperShelf,book6, 756,793,37,
BookShelfArea,Bookshelf,WoodenShelf, 793,796,3,
BookShelfArea,UpperShelf,book3, 796,797,1,
BookShelfArea,UpperShelf,book6, 797,800,3,
BookShelfArea,UpperShelf,book7, 802,815,13,
BookShelfArea,UpperShelf,book11, 815,836,21,
BookShelfArea,UpperShelf,book7, 836,864,28,
BookShelfArea,Bookshelf,WoodenShelf, 864,876,12,
BookShelfArea,UpperShelf,book11, 876,893,17,
BookShelfArea,Bookshelf,WoodenShelf, 893,905,12,
BookShelfArea,UpperShelf,Books12, 905,971,66,
BookShelfArea,Bookshelf,WoodenShelf, 971,977,6,
BookShelfArea,UpperShelf,Books12, 977,979,2,
BookShelfArea,Bookshelf,WoodenShelf, 979,982,3,
BookShelfArea,UpperShelf,Books12, 982,984,2,
BookShelfArea,Bookshelf,WoodenShelf, 984,1022,38,
BookShelfArea,UpperShelf,Books12, 1022,1041,19,
BookShelfArea,UpperShelf,Books13, 1041,1046,5,
BookShelfArea,UpperShelf,Books15, 1079,1087,8,
BookShelfArea,UpperShelf,Bookcase, 1087,1091,4,
BookShelfArea,Bookshelf,WoodenShelf, 1091,1157,66,
BookShelfArea,UpperShelf,Paperbag, 1157,1196,39,
BookShelfArea,Bookshelf,WoodenShelf, 1196,1210,14,
BookShelfArea,Bookshelf,WoodenShelf, 1230,1244,14,
BookShelfArea,UpperShelf,Kettle, 1246,1274,28,
BookShelfArea,Bookshelf,WoodenShelf, 1274,1276,2,
BookShelfArea,UpperShelf,DeskPlant4, 1276,1282,6,
BookShelfArea,Bookshelf,WoodenShelf, 1282,1282,0,
BookShelfArea,LowerShelf,Plant2, 1282,1297,15,
BookShelfArea,Bookshelf,WoodenShelf, 1297,1298,1,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1298,1388,90,
BookShelfArea,BookshelfDrawer3,book5, 1388,1389,1,
BookShelfArea,BookshelfDrawer3,book1, 1389,1393,4,
BookShelfArea,BookshelfDrawer3,book5, 1393,1393,0,
BookShelfArea,BookshelfDrawer3,book1, 1393,1405,12,
BookShelfArea,BookshelfDrawer3,book5, 1405,1416,11,
BookShelfArea,BookshelfDrawer3,book5, 1433,1502,69,
BookShelfArea,BookshelfDrawer3,book5, 1513,1563,50,
BookShelfArea,BookshelfDrawer3,book1, 1564,1576,12,
BookShelfArea,BookshelfDrawer3,book1, 1578,1597,19,
BookShelfArea,BookshelfDrawer3,book5, 1597,1600,3,
BookShelfArea,BookshelfDrawer3,book5, 1654,1708,54,
BookShelfArea,BookshelfDrawer3,book5, 1709,1710,1,
BookShelfArea,BookshelfDrawer3,book5, 1715,1724,9,
BookShelfArea,BookshelfDrawer3,book5, 1750,1759,9,
BookShelfArea,BookshelfDrawer3,book1, 1760,1765,5,
BookShelfArea,BookshelfDrawer3,book5, 1765,1779,14,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1779,1781,2,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1792,1795,3,
BookShelfArea,Bookshelf,WoodenShelf, 1795,1807,12,
BookShelfArea,Bookshelf,BookshelfDrawer2, 1807,1829,22,
BookShelfArea,BookshelfDrawer2,book4, 1829,1836,7,
BookShelfArea,BookshelfDrawer2,book4, 1846,1893,47,
BookShelfArea,BookshelfDrawer2,book4, 1900,1905,5,
BookShelfArea,BookshelfDrawer2,book4, 1945,1949,4,
BookShelfArea,BookshelfDrawer2,book4, 1952,1961,9,
BookShelfArea,BookshelfDrawer2,book4, 1967,1979,12,
BookShelfArea,Bookshelf,BookshelfDrawer2, 1981,1984,3,
BookShelfArea,Bookshelf,BookshelfDrawer2, 1994,2012,18,
