AreaName,ParentName,GazeObject,startKeyframe,endKeyframe,duration,
CabinArea,Cabin,GothicCabinet, 63,64,1,
CabinArea,Cabin,GothicCabinet, 73,74,1,
CabinArea,Cabin,GothicCabinet, 784,787,3,
CabinArea,CabinetDoors,GothicCabinetDoor4, 787,817,30,
BookShelfArea,ChairGroup,PlantC1, 817,847,30,
BookShelfArea,RedOfficeChair,RedOfficeChair, 847,848,1,
BookShelfArea,Bookshelf,WoodenShelf, 848,849,1,
BookShelfArea,ShelfSlot7,DeskPlant2, 849,850,1,
BookShelfArea,Bookshelf,WoodenShelf, 850,851,1,
BookShelfArea,Bookshelf,WoodenShelf, 876,878,2,
BookShelfArea,ShelfSlot4,Books12, 878,898,20,
BookShelfArea,ShelfSlot4,Books13, 898,915,17,
BookShelfArea,ShelfSlot1,Books15, 922,941,19,
BookShelfArea,ShelfSlot2,Bookcase, 941,962,21,
BookShelfArea,ShelfSlot3,Paperbag, 962,982,20,
BookShelfArea,Bookshelf,WoodenShelf, 982,984,2,
BookShelfArea,ShelfSlot6,Kettle, 984,990,6,
BookShelfArea,Bookshelf,WoodenShelf, 990,998,8,
BookShelfArea,ShelfSlot6,Kettle, 998,1002,4,
BookShelfArea,Bookshelf,WoodenShelf, 1002,1004,2,
BookShelfArea,ShelfSlot9,Plant2, 1004,1021,17,
BookShelfArea,Bookshelf,WoodenShelf, 1021,1023,2,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1023,1057,34,
BookShelfArea,Bookshelf,WoodenShelf, 1057,1100,43,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1100,1103,3,
BookShelfArea,Bookshelf,WoodenShelf, 1103,1140,37,
BookShelfArea,Bookshelf,BookshelfDrawer3, 1140,1147,7,
BookShelfArea,Bookshelf,WoodenShelf, 1148,1194,46,
BookShelfArea,ShelfSlot8,Book9, 1194,1195,1,
BookShelfArea,Bookshelf,WoodenShelf, 1195,1206,11,
BookShelfArea,ShelfSlot8,Book9, 1206,1213,7,
BookShelfArea,Bookshelf,WoodenShelf, 1213,1214,1,
BookShelfArea,ShelfSlot9,Plant2, 1214,1234,20,
BookShelfArea,Bookshelf,WoodenShelf, 1234,1235,1,
OfficeSet,OfficeDeskSurface,ComputerMonitor, 1236,1239,3,
OfficeSet,OfficeChairGroup,Plant3, 1239,1248,9,
OfficeSet,OfficeSet,OfficeTable, 1248,1255,7,
OfficeSet,OfficeChairGroup,Plant3, 1255,1291,36,
OfficeSet,OfficeDeskSurface,ComputerMonitor, 1291,1309,18,
OfficeSet,OfficeChairGroup,Plant3, 1314,1321,7,
OfficeSet,OfficeChairGroup,OfficeChair, 1321,1331,10,
OfficeSet,OfficeSet,OfficeTable, 1331,1332,1,
OfficeSet,OfficeDeskSurface,OtherPlant1, 1332,1334,2,
OfficeSet,OfficeChairGroup,Plant3, 1334,1356,22,
OfficeSet,OfficeDeskSurface,OtherPlant1, 1356,1358,2,
OfficeSet,OfficeChairGroup,OfficeChair, 1358,1359,1,
OfficeSet,OfficeDeskSurface,SushiBox1, 1359,1362,3,
OfficeSet,OfficeDeskSurface,SushiBox1, 1374,1429,55,
