frame,plyr_pos,head_pos,l_hand_pos,r_hand_pos,l_hand_locpos,r_hand_locpos,plyr_rot,head_rot,l_hand_rot,r_hand_rot,l_hand_locrot,r_hand_locrot,camOffset,
0,"[4.735008,0,2.598607]","[4.59197,1.843377,2.710446]","[4.539034,1.490775,2.746164]","[4.69795,1.783202,3.124426]","[-0.1959742,-0.1092249,0.1475565]","[-0.03705795,0.183202,0.5258186]","[0,0,0,1]","[-0.0549463,0.124386,-0.08361464,0.9871766]","[-0.1801127,0.1080355,0.2256923,0.951289]","[-0.05613188,0.06813876,-0.004470715,0.9960855]","[-0.1801127,0.1080355,0.2256923,0.951289]","[-0.05613188,0.06813876,-0.004470715,0.9960855]",1.6,
1,"[4.735008,0,2.598607]","[4.592026,1.843376,2.710907]","[4.538796,1.490729,2.746605]","[4.697884,1.782771,3.125196]","[-0.1962123,-0.1092711,0.1479977]","[-0.03712418,0.1827706,0.5265885]","[0,0,0,1]","[-0.05474864,0.1241582,-0.08329564,0.9872432]","[-0.1796123,0.1060869,0.2261909,0.9514844]","[-0.0539481,0.06759427,-0.002930378,0.996249]","[-0.1796123,0.1060869,0.2261909,0.9514844]","[-0.0539481,0.06759427,-0.002930378,0.996249]",
2,"[4.735008,0,2.598607]","[4.59214,1.843262,2.711356]","[4.538549,1.490674,2.747044]","[4.697688,1.782176,3.126595]","[-0.1964592,-0.1093255,0.1484372]","[-0.03732054,0.1821761,0.5279874]","[0,0,0,1]","[-0.05450714,0.1236472,-0.08269289,0.9873714]","[-0.1789414,0.1040817,0.2268561,0.9516739]","[-0.04969222,0.06414633,-0.002264851,0.9967]","[-0.1789414,0.1040817,0.2268561,0.9516739]","[-0.04969222,0.06414633,-0.002264851,0.9967]",
3,"[4.735008,0,2.598607]","[4.592194,1.843342,2.712019]","[4.538055,1.490503,2.747957]","[4.697273,1.781728,3.12846]","[-0.1969528,-0.1094974,0.1493496]","[-0.03773522,0.1817281,0.5298528]","[0,0,0,1]","[-0.0534867,0.1228582,-0.08274438,0.9875214]","[-0.177778,0.09932957,0.2277266,0.9521918]","[-0.04654428,0.05271896,-0.006307648,0.9975042]","[-0.177778,0.09932957,0.2277266,0.9521918]","[-0.04654428,0.05271896,-0.006307648,0.9975042]",
4,"[4.735008,0,2.598607]","[4.592199,1.843298,2.712369]","[4.537881,1.490419,2.748249]","[4.697056,1.781823,3.128603]","[-0.1971272,-0.1095814,0.149642]","[-0.03795266,0.1818228,0.5299961]","[0,0,0,1]","[-0.05305405,0.1226324,-0.08300198,0.9875512]","[-0.1772611,0.09804565,0.2283142,0.9522805]","[-0.04791053,0.04883286,-0.006699319,0.9976347]","[-0.1772611,0.09804565,0.2283142,0.9522805]","[-0.04791053,0.04883286,-0.006699319,0.9976347]",
5,"[4.735008,0,2.598607]","[4.592387,1.843253,2.71314]","[4.537446,1.490231,2.748873]","[4.69682,1.782147,3.128838]","[-0.1975628,-0.1097695,0.1502663]","[-0.03818839,0.1821468,0.5302309]","[0,0,0,1]","[-0.05277492,0.1218639,-0.08314545,0.9876491]","[-0.1751079,0.09586935,0.2304598,0.9523836]","[-0.05186687,0.04291318,-0.009354216,0.9976877]","[-0.1751079,0.09586935,0.2304598,0.9523836]","[-0.05186687,0.04291318,-0.009354216,0.9976877]",
6,"[4.735008,0,2.598607]","[4.592513,1.843347,2.713467]","[4.537302,1.490203,2.749076]","[4.697099,1.782202,3.128608]","[-0.1977058,-0.1097968,0.1504686]","[-0.03790954,0.1822024,0.5300006]","[0,0,0,1]","[-0.05280223,0.1212153,-0.08287266,0.9877505]","[-0.1748996,0.09508466,0.2302422,0.9525532]","[-0.0522384,0.04858743,-0.009291683,0.9974087]","[-0.1748996,0.09508466,0.2302422,0.9525532]","[-0.0522384,0.04858743,-0.009291683,0.9974087]",
7,"[4.735008,0,2.598607]","[4.592625,1.843352,2.7137]","[4.537264,1.490213,2.749111]","[4.697178,1.782172,3.128544]","[-0.197744,-0.1097875,0.1505043]","[-0.03782969,0.1821719,0.529937]","[0,0,0,1]","[-0.05278693,0.1207398,-0.08284841,0.9878116]","[-0.1752546,0.09479953,0.2297796,0.9526281]","[-0.0518509,0.05085847,-0.00860525,0.9973218]","[-0.1752546,0.09479953,0.2297796,0.9526281]","[-0.0518509,0.05085847,-0.00860525,0.9973218]",
8,"[4.735008,0,2.598607]","[4.592854,1.842966,2.714308]","[4.537116,1.490197,2.749328]","[4.697261,1.782024,3.128435]","[-0.197892,-0.1098028,0.1507211]","[-0.03774727,0.182024,0.5298275]","[0,0,0,1]","[-0.05168709,0.1196063,-0.08305167,0.9879905]","[-0.1759432,0.09423761,0.2286434,0.9528303]","[-0.05257853,0.05315579,-0.007148961,0.9971755]","[-0.1759432,0.09423761,0.2286434,0.9528303]","[-0.05257853,0.05315579,-0.007148961,0.9971755]",
9,"[4.735008,0,2.598607]","[4.59295,1.843266,2.714427]","[4.536947,1.490116,2.749625]","[4.697289,1.781718,3.128761]","[-0.1980612,-0.109884,0.1510177]","[-0.03771973,0.1817182,0.5301541]","[0,0,0,1]","[-0.05123009,0.1195044,-0.08333594,0.9880027]","[-0.1759112,0.09354247,0.2283255,0.9529809]","[-0.05310221,0.05338128,-0.006651537,0.9971391]","[-0.1759112,0.09354247,0.2283255,0.9529809]","[-0.05310221,0.05338128,-0.006651537,0.9971391]",
10,"[4.735008,0,2.598607]","[4.592998,1.843168,2.714812]","[4.536815,1.490062,2.749893]","[4.697335,1.781592,3.128816]","[-0.1981931,-0.1099382,0.151286]","[-0.03767299,0.1815915,0.5302092]","[0,0,0,1]","[-0.05104062,0.1192813,-0.08360161,0.988017]","[-0.1758929,0.0928703,0.2281603,0.9530895]","[-0.05309511,0.05334477,-0.007097277,0.9971384]","[-0.1758929,0.0928703,0.2281603,0.9530895]","[-0.05309511,0.05334477,-0.007097277,0.9971384]",
11,"[4.735008,0,2.598607]","[4.593232,1.843261,2.715022]","[4.536729,1.490006,2.750222]","[4.697814,1.780878,3.128955]","[-0.1982794,-0.1099936,0.1516155]","[-0.03719492,0.1808775,0.5303475]","[0,0,0,1]","[-0.05109338,0.1189977,-0.08398207,0.9880162]","[-0.1756386,0.09226853,0.2279805,0.9532379]","[-0.05366563,0.05223719,-0.01123339,0.9971285]","[-0.1756386,0.09226853,0.2279805,0.9532379]","[-0.05366563,0.05223719,-0.01123339,0.9971285]",
12,"[4.735008,0,2.598607]","[4.593377,1.843374,2.714916]","[4.536706,1.490023,2.750506]","[4.69831,1.780059,3.128485]","[-0.1983016,-0.1099769,0.1518989]","[-0.03669817,0.1800593,0.5298783]","[0,0,0,1]","[-0.0508738,0.1192135,-0.08433976,0.9879711]","[-0.1754232,0.09197121,0.2277959,0.9533504]","[-0.0538251,0.05033081,-0.01518494,0.9971656]","[-0.1754232,0.09197121,0.2277959,0.9533504]","[-0.0538251,0.05033081,-0.01518494,0.9971656]",
13,"[4.735008,0,2.598607]","[4.593542,1.843414,2.714787]","[4.53669,1.490097,2.750699]","[4.698727,1.779092,3.12765]","[-0.1983179,-0.1099035,0.1520922]","[-0.03628107,0.1790925,0.5290428]","[0,0,0,1]","[-0.05076709,0.119201,-0.08452329,0.9879624]","[-0.1754451,0.0917103,0.2276339,0.9534102]","[-0.05320786,0.04793794,-0.01712351,0.9972851]","[-0.1754451,0.0917103,0.2276339,0.9534102]","[-0.05320786,0.04793794,-0.01712351,0.9972851]",
