frame,plyr_pos,head_pos,l_hand_pos,r_hand_pos,l_hand_locpos,r_hand_locpos,plyr_rot,head_rot,l_hand_rot,r_hand_rot,l_hand_locrot,r_hand_locrot,camOffset,
0,"[4.753,0,2.206]","[4.705711,1.604356,2.530149]","[4.508612,0.8251292,2.499378]","[4.836288,1.612739,2.801155]","[-0.244388,-0.7748709,0.2933775]","[0.08328858,0.01273873,0.5951546]","[0,0,0,1]","[-0.125952,0.07224269,-0.08219815,0.9859821]","[0.6988755,-0.06900413,-0.1778747,0.6893274]","[-0.2781248,-0.01171114,-0.07203206,0.9577687]","[0.6988755,-0.06900413,-0.1778747,0.6893274]","[-0.2781248,-0.01171114,-0.07203206,0.9577687]",1.6,
1,"[4.753,0,2.206]","[4.705724,1.604287,2.530115]","[4.509217,0.8252247,2.500391]","[4.836135,1.612751,2.801453]","[-0.2437829,-0.7747753,0.2943909]","[0.08313549,0.0127511,0.5954531]","[0,0,0,1]","[-0.1255292,0.0721957,-0.08232132,0.9860291]","[0.697917,-0.06508902,-0.1806996,0.6899442]","[-0.2782036,-0.01083351,-0.07201004,0.9577578]","[0.697917,-0.06508902,-0.1806996,0.6899442]","[-0.2782036,-0.01083351,-0.07201004,0.9577578]",
2,"[4.753,0,2.206]","[4.705847,1.604095,2.53028]","[4.509751,0.8253674,2.501334]","[4.836063,1.612755,2.801601]","[-0.2432487,-0.7746326,0.2953342]","[0.08306343,0.01275483,0.5956011]","[0,0,0,1]","[-0.1242918,0.07193201,-0.08272729,0.9861712]","[0.6967489,-0.06237125,-0.1824428,0.6909164]","[-0.2782189,-0.01040656,-0.07201996,0.9577574]","[0.6967489,-0.06237125,-0.1824428,0.6909164]","[-0.2782189,-0.01040656,-0.07201996,0.9577574]",
3,"[4.753,0,2.206]","[4.706267,1.603477,2.530511]","[4.51113,0.8257126,2.503607]","[4.835873,1.61278,2.802227]","[-0.2418701,-0.7742875,0.2976071]","[0.08287353,0.0127804,0.5962271]","[0,0,0,1]","[-0.1215957,0.07157865,-0.08378388,0.9864438]","[0.6947766,-0.05624017,-0.1851001,0.6927196]","[-0.2780894,-0.008999319,-0.07254565,0.9577695]","[0.6947766,-0.05624017,-0.1851001,0.6927196]","[-0.2780894,-0.008999319,-0.07254565,0.9577695]",
4,"[4.753,0,2.206]","[4.706926,1.602886,2.530922]","[4.512476,0.8261635,2.507226]","[4.83579,1.612879,2.80274]","[-0.2405241,-0.7738365,0.301226]","[0.08279015,0.01287934,0.5967403]","[0,0,0,1]","[-0.1177396,0.07152946,-0.08606736,0.9867185]","[0.6912899,-0.05267568,-0.1881437,0.6956619]","[-0.2777411,-0.009396382,-0.07461736,0.9577076]","[0.6912899,-0.05267568,-0.1881437,0.6956619]","[-0.2777411,-0.009396382,-0.07461736,0.9577076]",
5,"[4.753,0,2.206]","[4.707164,1.602544,2.530989]","[4.512797,0.8263639,2.509273]","[4.835776,1.612919,2.80285]","[-0.2402022,-0.7736362,0.3032725]","[0.08277637,0.01291903,0.5968496]","[0,0,0,1]","[-0.1161169,0.0720539,-0.08721357,0.9867719]","[0.6885847,-0.05287702,-0.1903531,0.6977255]","[-0.2777719,-0.009209896,-0.07498665,0.9576716]","[0.6885847,-0.05287702,-0.1903531,0.6977255]","[-0.2777719,-0.009209896,-0.07498665,0.9576716]",
6,"[4.753,0,2.206]","[4.707534,1.602205,2.531159]","[4.512609,0.8266423,2.512115]","[4.835881,1.61303,2.803116]","[-0.2403902,-0.7733577,0.3061148]","[0.0828815,0.01303013,0.5971156]","[0,0,0,1]","[-0.1144066,0.07322343,-0.08843523,0.9867769]","[0.6845921,-0.05619401,-0.1933226,0.7005728]","[-0.2777768,-0.008704081,-0.07595741,0.9575984]","[0.6845921,-0.05619401,-0.1933226,0.7005728]","[-0.2777768,-0.008704081,-0.07595741,0.9575984]",
7,"[4.753,0,2.206]","[4.707839,1.602003,2.531255]","[4.512679,0.8268588,2.513919]","[4.835956,1.613063,2.803232]","[-0.2403208,-0.7731413,0.307919]","[0.08295561,0.01306317,0.597232]","[0,0,0,1]","[-0.1128817,0.0737818,-0.0892052,0.9868416]","[0.6823308,-0.05743922,-0.1946207,0.7023163]","[-0.2775944,-0.008738582,-0.07667127,0.9575941]","[0.6823308,-0.05743922,-0.1946207,0.7023163]","[-0.2775944,-0.008738582,-0.07667127,0.9575941]",
8,"[4.753,0,2.206]","[4.708497,1.601591,2.53165]","[4.512678,0.827432,2.517783]","[4.836204,1.613099,2.803401]","[-0.2403222,-0.772568,0.3117825]","[0.08320358,0.01309846,0.5974014]","[0,0,0,1]","[-0.1106833,0.0749361,-0.09020898,0.9869124]","[0.6781876,-0.06148824,-0.1957353,0.7056688]","[-0.2768019,-0.008563612,-0.07860876,0.957668]","[0.6781876,-0.06148824,-0.1957353,0.7056688]","[-0.2768019,-0.008563612,-0.07860876,0.957668]",
9,"[4.753,0,2.206]","[4.708806,1.60148,2.531889]","[4.51262,0.8278764,2.519845]","[4.836308,1.613107,2.803427]","[-0.2403796,-0.7721236,0.3138454]","[0.08330869,0.01310655,0.5974274]","[0,0,0,1]","[-0.1097942,0.07588089,-0.0905248,0.9869106]","[0.6757392,-0.06403039,-0.1961447,0.707675]","[-0.2768086,-0.008120174,-0.07838751,0.9576881]","[0.6757392,-0.06403039,-0.1961447,0.707675]","[-0.2768086,-0.008120174,-0.07838751,0.9576881]",
10,"[4.753,0,2.206]","[4.709099,1.601243,2.532071]","[4.512752,0.8281898,2.521538]","[4.836374,1.613114,2.803441]","[-0.2402479,-0.7718102,0.3155375]","[0.08337449,0.01311426,0.5974411]","[0,0,0,1]","[-0.1087159,0.0767115,-0.09078959,0.9869415]","[0.6735746,-0.0648229,-0.19697,0.709435]","[-0.2768399,-0.007873487,-0.07828701,0.9576893]","[0.6735746,-0.0648229,-0.19697,0.709435]","[-0.2768399,-0.007873487,-0.07828701,0.9576893]",
11,"[4.753,0,2.206]","[4.70964,1.600623,2.532401]","[4.513066,0.8288374,2.524625]","[4.836741,1.61318,2.803479]","[-0.2399335,-0.7711626,0.318625]","[0.08374125,0.01318028,0.5974792]","[0,0,0,1]","[-0.1058452,0.0779883,-0.09091396,0.987142]","[0.6705177,-0.0654932,-0.1970125,0.7122518]","[-0.2766415,-0.007215454,-0.07847928,0.9577361]","[0.6705177,-0.0654932,-0.1970125,0.7122518]","[-0.2766415,-0.007215454,-0.07847928,0.9577361]",
12,"[4.753,0,2.206]","[4.709801,1.600396,2.532543]","[4.513176,0.8291351,2.525756]","[4.837138,1.613186,2.803377]","[-0.2398235,-0.770865,0.3197558]","[0.08413829,0.01318624,0.5973772]","[0,0,0,1]","[-0.1040782,0.07861108,-0.09101369,0.9872713]","[0.6707019,-0.06548277,-0.1956715,0.7124491]","[-0.2766311,-0.00685911,-0.07885513,0.9577109]","[0.6707019,-0.06548277,-0.1956715,0.7124491]","[-0.2766311,-0.00685911,-0.07885513,0.9577109]",
13,"[4.753,0,2.206]","[4.710157,1.599831,2.533019]","[4.513276,0.8294475,2.526582]","[4.837748,1.613064,2.803075]","[-0.2397235,-0.7705525,0.3205815]","[0.0847483,0.01306352,0.5970748]","[0,0,0,1]","[-0.1009356,0.07974463,-0.0910102,0.9875069]","[0.6719573,-0.0654476,-0.1937495,0.7117944]","[-0.2769895,-0.006491037,-0.07942915,0.9575624]","[0.6719573,-0.0654476,-0.1937495,0.7117944]","[-0.2769895,-0.006491037,-0.07942915,0.9575624]",
