frame,gazeStartPos,
89,"[4.735114,2.011329,3.98364]",
90,"[4.716545,2.006752,3.98363]",
91,"[4.689665,1.998842,3.983614]",
92,"[4.680333,1.994161,3.983604]",
93,"[4.669116,1.988048,3.983591]",
94,"[4.664654,1.98545,3.983586]",
95,"[4.66112,1.983454,3.983582]",
96,"[4.655132,1.980195,3.983575]",
97,"[4.652605,1.979333,3.983573]",
98,"[4.647658,1.977609,3.983569]",
99,"[4.645138,1.976958,3.983568]",
100,"[4.641417,1.975862,3.983566]",
101,"[4.639781,1.975337,3.983565]",
102,"[4.637586,1.974701,3.983563]",
103,"[4.636185,1.974298,3.983562]",
104,"[4.63484,1.973968,3.983562]",
105,"[4.632324,1.973294,3.98356]",
106,"[4.631032,1.972895,3.98356]",
107,"[4.629046,1.972135,3.983558]",
108,"[4.628254,1.971688,3.983557]",
109,"[4.626646,1.970302,3.983554]",
110,"[4.625704,1.969442,3.983552]",
111,"[4.625159,1.968687,3.983551]",
112,"[4.624416,1.967358,3.983548]",
113,"[4.624171,1.966795,3.983547]",
114,"[4.6243,1.966638,3.983546]",
115,"[4.624255,1.966594,3.983546]",
116,"[4.624123,1.966582,3.983546]",
117,"[4.624079,1.966582,3.983546]",
118,"[4.623726,1.966595,3.983546]",
119,"[4.622941,1.966534,3.983546]",
120,"[4.621912,1.966438,3.983546]",
121,"[4.593651,1.962191,3.983537]",
122,"[4.583364,1.960673,3.983534]",
123,"[4.567448,1.958554,3.98353]",
124,"[4.561512,1.957283,3.983527]",
125,"[4.555981,1.956138,3.983524]",
126,"[4.548666,1.955271,3.983523]",
127,"[4.544582,1.954816,3.983522]",
128,"[4.541643,1.954064,3.98352]",
129,"[4.540091,1.953696,3.983519]",
130,"[4.537036,1.952985,3.983518]",
131,"[4.535661,1.95271,3.983517]",
132,"[4.533542,1.952114,3.983516]",
133,"[4.532763,1.951779,3.983515]",
134,"[4.532757,1.951716,3.983515]",
135,"[4.532761,1.951682,3.983515]",
136,"[4.532773,1.951679,3.983515]",
137,"[4.532776,1.951671,3.983515]",
138,"[4.53277,1.951665,3.983515]",
139,"[4.532728,1.951659,3.983515]",
140,"[4.532654,1.951651,3.983515]",
141,"[4.533117,1.951767,3.983515]",
142,"[4.533299,1.95153,3.983515]",
143,"[4.533419,1.951287,3.983514]",
144,"[4.533675,1.950639,3.983513]",
145,"[4.533792,1.950099,3.983512]",
146,"[4.534329,1.949309,3.98351]",
147,"[4.534394,1.948848,3.983509]",
148,"[4.534189,1.948116,3.983508]",
149,"[4.533997,1.947922,3.983507]",
150,"[4.533766,1.947757,3.983507]",
151,"[4.532726,1.947148,3.983505]",
152,"[4.532034,1.946756,3.983505]",
153,"[4.502954,1.818017,3.983235]",
154,"[4.496538,1.789452,3.983175]",
155,"[4.489576,1.761683,3.983117]",
156,"[4.487083,1.753028,3.983099]",
157,"[4.482872,1.740946,3.983074]",
158,"[4.480779,1.735695,3.983063]",
159,"[4.479174,1.730377,3.983052]",
160,"[4.476227,1.722801,3.983036]",
161,"[4.47575,1.719817,3.983029]",
162,"[4.475075,1.714985,3.983019]",
163,"[4.474876,1.712634,3.983014]",
164,"[4.474925,1.709527,3.983008]",
165,"[4.474892,1.708255,3.983005]",
166,"[4.475357,1.707561,3.983004]",
167,"[4.476222,1.706432,3.983001]",
168,"[4.476694,1.705795,3.983]",
169,"[4.479038,1.704975,3.982998]",
170,"[4.479981,1.70463,3.982998]",
171,"[4.48166,1.704908,3.982998]",
172,"[4.482442,1.704978,3.982998]",
173,"[4.483078,1.705063,3.982999]",
174,"[4.484438,1.705349,3.982999]",
175,"[4.485285,1.705614,3.983]",
176,"[4.487139,1.70617,3.983001]",
177,"[4.488027,1.706547,3.983002]",
178,"[4.489717,1.707651,3.983004]",
179,"[4.49289,1.741208,3.983074]",
180,"[4.504361,1.874231,3.983353]",
181,"[4.507234,1.906991,3.983422]",
182,"[4.508691,1.922744,3.983454]",
183,"[4.510567,1.941265,3.983493]",
184,"[4.511082,1.947191,3.983506]",
185,"[4.511645,1.95559,3.983523]",
186,"[4.511771,1.958171,3.983529]",
187,"[4.511726,1.961678,3.983536]",
188,"[4.511596,1.963325,3.98354]",
189,"[4.511559,1.964937,3.983543]",
190,"[4.511416,1.967748,3.983549]",
191,"[4.511358,1.968815,3.983551]",
192,"[4.511906,1.971289,3.983556]",
193,"[4.512514,1.972677,3.983559]",
194,"[4.513524,1.9749,3.983564]",
195,"[4.514055,1.975945,3.983566]",
196,"[4.514802,1.977628,3.983569]",
197,"[4.515206,1.978286,3.983571]",
198,"[4.515603,1.978836,3.983572]",
199,"[4.638988,1.964857,3.983543]",
200,"[4.674776,1.960381,3.983533]",
201,"[4.706569,1.951481,3.983515]",
202,"[4.715851,1.948796,3.983509]",
203,"[4.726923,1.945621,3.983502]",
204,"[4.732019,1.943527,3.983498]",
205,"[4.735775,1.942022,3.983495]",
206,"[4.739194,1.940042,3.983491]",
207,"[4.740809,1.93913,3.983489]",
208,"[4.742808,1.937868,3.983486]",
209,"[4.743815,1.937513,3.983485]",
210,"[4.745957,1.936926,3.983484]",
211,"[4.746982,1.936693,3.983484]",
212,"[4.748666,1.936333,3.983483]",
213,"[4.749381,1.936175,3.983483]",
214,"[4.750323,1.935787,3.983482]",
215,"[4.752738,1.934938,3.98348]",
216,"[4.753766,1.934525,3.983479]",
217,"[4.756117,1.933779,3.983478]",
218,"[4.757549,1.93342,3.983477]",
219,"[4.759509,1.932906,3.983476]",
220,"[4.760678,1.932684,3.983475]",
221,"[4.76102,1.932191,3.983474]",
222,"[4.761338,1.931512,3.983473]",
223,"[4.761308,1.931302,3.983472]",
224,"[4.761105,1.931117,3.983472]",
225,"[4.760919,1.931074,3.983472]",
226,"[4.760622,1.931093,3.983472]",
227,"[4.760442,1.931056,3.983472]",
228,"[4.832279,1.92988,3.983469]",
229,"[4.846581,1.927912,3.983465]",
230,"[4.855637,1.926633,3.983463]",
231,"[4.865498,1.925101,3.983459]",
232,"[4.869293,1.924565,3.983458]",
233,"[4.875084,1.92398,3.983457]",
234,"[4.878172,1.923758,3.983457]",
235,"[4.88353,1.923488,3.983456]",
236,"[4.886063,1.923358,3.983456]",
237,"[4.888646,1.923279,3.983456]",
238,"[4.89341,1.923191,3.983455]",
239,"[4.894871,1.923317,3.983456]",
240,"[4.898394,1.923557,3.983456]",
241,"[4.900143,1.923684,3.983456]",
242,"[4.904053,1.923737,3.983457]",
243,"[4.906518,1.923669,3.983456]",
244,"[4.908967,1.923661,3.983456]",
245,"[4.911119,1.923275,3.983456]",
246,"[4.912733,1.923,3.983455]",
247,"[4.928965,1.921291,3.983451]",
248,"[4.940259,1.920131,3.983449]",
249,"[4.955803,1.918669,3.983446]",
250,"[4.961719,1.918138,3.983445]",
251,"[4.970191,1.918057,3.983445]",
252,"[4.974059,1.918027,3.983445]",
253,"[4.975281,1.918289,3.983445]",
254,"[4.976953,1.918735,3.983446]",
255,"[4.977499,1.918958,3.983447]",
256,"[4.978251,1.919108,3.983447]",
257,"[4.978786,1.919234,3.983447]",
258,"[4.979596,1.91948,3.983448]",
259,"[4.979755,1.919565,3.983448]",
260,"[4.980029,1.919669,3.983448]",
261,"[4.980672,1.919861,3.983449]",
262,"[4.981048,1.919952,3.983449]",
263,"[4.982184,1.920141,3.983449]",
264,"[4.982906,1.919838,3.983449]",
265,"[4.984543,1.919196,3.983447]",
266,"[4.984852,1.918951,3.983447]",
267,"[4.985723,1.918393,3.983445]",
268,"[4.986369,1.918044,3.983445]",
269,"[4.987125,1.917649,3.983444]",
270,"[4.987929,1.917227,3.983443]",
271,"[4.988005,1.917156,3.983443]",
272,"[4.988491,1.916888,3.983442]",
273,"[4.989016,1.916678,3.983442]",
274,"[4.989819,1.916278,3.983441]",
275,"[4.990002,1.916043,3.98344]",
276,"[4.990108,1.915761,3.98344]",
277,"[4.990778,1.915018,3.983438]",
278,"[4.991133,1.914816,3.983438]",
279,"[4.945193,1.951866,3.983516]",
280,"[4.923952,1.969368,3.983552]",
281,"[4.892572,1.992467,3.983601]",
282,"[4.885393,1.998152,3.983613]",
283,"[4.877901,2.002301,3.983621]",
284,"[4.874165,1.997097,3.98361]",
285,"[4.871429,1.992976,3.983602]",
286,"[4.866655,1.983597,3.983582]",
287,"[4.864533,1.97883,3.983572]",
288,"[4.857879,1.965439,3.983544]",
289,"[4.85534,1.960589,3.983534]",
290,"[4.851411,1.95362,3.983519]",
291,"[4.850112,1.950569,3.983513]",
292,"[4.848961,1.947963,3.983507]",
293,"[4.847447,1.944008,3.983499]",
294,"[4.846826,1.942349,3.983495]",
295,"[4.845621,1.938729,3.983488]",
296,"[4.845034,1.937116,3.983485]",
297,"[4.843939,1.934548,3.983479]",
298,"[4.843401,1.933537,3.983477]",
299,"[4.842903,1.932739,3.983475]",
300,"[4.84179,1.931612,3.983473]",
301,"[4.841515,1.931473,3.983473]",
302,"[4.841096,1.931435,3.983473]",
303,"[4.876134,1.933673,3.983477]",
304,"[4.905247,1.935898,3.983482]",
305,"[4.913798,1.936651,3.983484]",
306,"[4.925225,1.936396,3.983483]",
307,"[4.928435,1.936318,3.983483]",
308,"[4.931162,1.936324,3.983483]",
309,"[4.936446,1.934657,3.983479]",
310,"[4.939013,1.933748,3.983478]",
311,"[4.94336,1.931881,3.983474]",
312,"[4.945392,1.930831,3.983471]",
313,"[4.948757,1.928313,3.983466]",
314,"[4.950239,1.926877,3.983463]",
315,"[4.952621,1.92455,3.983458]",
316,"[4.953521,1.923683,3.983456]",
317,"[4.954128,1.923028,3.983455]",
318,"[4.955053,1.92201,3.983453]",
319,"[4.955369,1.921636,3.983452]",
320,"[4.941557,1.919306,3.983447]",
321,"[4.796419,1.925878,3.983461]",
322,"[4.746626,1.925121,3.983459]",
323,"[4.73458,1.923998,3.983457]",
324,"[4.726275,1.923283,3.983456]",
325,"[4.714053,1.922369,3.983454]",
326,"[4.70977,1.921646,3.983452]",
327,"[4.703595,1.919894,3.983449]",
328,"[4.70121,1.918909,3.983446]",
329,"[4.698707,1.917679,3.983444]",
330,"[4.697036,1.917179,3.983443]",
331,"[4.694113,1.916352,3.983441]",
332,"[4.693396,1.916086,3.98344]",
333,"[4.692709,1.915857,3.98344]",
334,"[4.691522,1.915385,3.983439]",
335,"[4.691035,1.915134,3.983438]",
336,"[4.690372,1.914533,3.983437]",
337,"[4.69018,1.914248,3.983437]",
338,"[4.690165,1.914192,3.983437]",
339,"[4.690181,1.914188,3.983437]",
340,"[4.690196,1.914184,3.983437]",
341,"[4.690216,1.914177,3.983437]",
342,"[4.690223,1.914173,3.983437]",
343,"[4.69014,1.914186,3.983437]",
344,"[4.690062,1.914208,3.983437]",
345,"[4.689812,1.914314,3.983437]",
346,"[4.689637,1.91433,3.983437]",
347,"[4.688932,1.914368,3.983437]",
348,"[4.687027,1.914476,3.983437]",
349,"[4.607932,1.951459,3.983515]",
350,"[4.566719,1.969801,3.983553]",
351,"[4.554742,1.975889,3.983566]",
352,"[4.541844,1.983584,3.983582]",
353,"[4.536987,1.986343,3.983588]",
354,"[4.533325,1.98975,3.983595]",
355,"[4.531846,1.991134,3.983598]",
356,"[4.530525,1.992363,3.9836]",
357,"[4.52832,1.99463,3.983605]",
358,"[4.527404,1.995682,3.983607]",
359,"[4.526519,1.996662,3.983609]",
360,"[4.5261,1.997044,3.98361]",
361,"[4.5252,1.997771,3.983612]",
362,"[4.5009,1.990412,3.983596]",
363,"[4.487026,1.986249,3.983588]",
364,"[4.461284,1.979843,3.983574]",
365,"[4.452888,1.977618,3.983569]",
366,"[4.441932,1.975311,3.983565]",
367,"[4.437497,1.97435,3.983562]",
368,"[4.429844,1.972774,3.983559]",
369,"[4.426065,1.972069,3.983558]",
370,"[4.422774,1.971538,3.983557]",
371,"[4.417681,1.970787,3.983555]",
372,"[4.415924,1.970529,3.983555]",
373,"[4.412931,1.970154,3.983554]",
374,"[4.412231,1.970064,3.983554]",
375,"[4.411324,1.969946,3.983553]",
376,"[4.411103,1.969899,3.983553]",
377,"[4.410734,1.9697,3.983553]",
378,"[4.410471,1.969568,3.983552]",
379,"[4.40967,1.968722,3.983551]",
380,"[4.409387,1.968382,3.98355]",
381,"[4.409088,1.968115,3.98355]",
382,"[4.408403,1.967694,3.983549]",
383,"[4.407997,1.967522,3.983548]",
384,"[4.407352,1.967466,3.983548]",
385,"[4.406932,1.967448,3.983548]",
386,"[4.406902,1.967455,3.983548]",
387,"[4.408493,1.967341,3.983548]",
388,"[4.409989,1.967327,3.983548]",
389,"[4.59562,1.955418,3.983523]",
390,"[4.613763,1.953903,3.98352]",
391,"[4.675101,1.944407,3.9835]",
392,"[4.68993,1.938005,3.983486]",
393,"[4.707016,1.930307,3.98347]",
394,"[4.71283,1.926869,3.983463]",
395,"[4.717123,1.924149,3.983457]",
396,"[4.722974,1.920551,3.98345]",
397,"[4.725504,1.919323,3.983447]",
398,"[4.730068,1.91725,3.983443]",
399,"[4.732258,1.91625,3.983441]",
400,"[4.736998,1.91452,3.983437]",
401,"[4.739507,1.913748,3.983436]",
402,"[4.743814,1.912914,3.983434]",
403,"[4.745729,1.912887,3.983434]",
404,"[4.747304,1.912891,3.983434]",
405,"[4.749169,1.912939,3.983434]",
406,"[4.749588,1.912926,3.983434]",
407,"[4.750262,1.912847,3.983434]",
408,"[4.750519,1.912804,3.983434]",
409,"[4.750961,1.912634,3.983433]",
410,"[4.751202,1.911835,3.983432]",
411,"[4.751403,1.911144,3.98343]",
412,"[4.751857,1.909793,3.983427]",
413,"[4.752114,1.909151,3.983426]",
414,"[4.752497,1.90865,3.983425]",
415,"[4.75278,1.908234,3.983424]",
416,"[4.753542,1.907761,3.983423]",
417,"[4.753895,1.907747,3.983423]",
418,"[4.754234,1.907746,3.983423]",
419,"[4.760726,1.909461,3.983427]",
420,"[4.763209,1.910146,3.983428]",
421,"[4.819457,1.922234,3.983453]",
422,"[4.834829,1.925413,3.98346]",
423,"[4.852201,1.92948,3.983469]",
424,"[4.858203,1.93037,3.98347]",
425,"[4.867207,1.931608,3.983473]",
426,"[4.870173,1.932023,3.983474]",
427,"[4.872215,1.932427,3.983475]",
428,"[4.87618,1.933396,3.983477]",
429,"[4.878342,1.934042,3.983478]",
430,"[4.882367,1.935394,3.983481]",
431,"[4.884579,1.936219,3.983483]",
432,"[4.887659,1.937749,3.983486]",
433,"[4.889018,1.938759,3.983488]",
434,"[4.890797,1.940218,3.983491]",
435,"[4.895594,1.944916,3.983501]",
436,"[4.916031,1.948541,3.983509]",
437,"[4.940629,1.951882,3.983516]",
438,"[4.949469,1.952535,3.983517]",
439,"[4.961905,1.952678,3.983517]",
440,"[4.967038,1.952792,3.983517]",
441,"[4.973471,1.951662,3.983515]",
442,"[4.974176,1.950879,3.983513]",
443,"[4.974988,1.95005,3.983512]",
444,"[4.976768,1.947352,3.983506]",
445,"[4.977681,1.945641,3.983502]",
446,"[4.978821,1.93971,3.98349]",
447,"[4.978842,1.937558,3.983485]",
448,"[4.978628,1.934072,3.983478]",
449,"[4.977184,1.933144,3.983476]",
450,"[4.975794,1.932275,3.983474]",
451,"[4.972719,1.930535,3.983471]",
452,"[4.970762,1.929404,3.983469]",
453,"[4.967358,1.927586,3.983465]",
454,"[4.966131,1.926974,3.983463]",
455,"[4.962739,1.925759,3.983461]",
456,"[4.960522,1.925093,3.983459]",
457,"[4.958833,1.924561,3.983458]",
458,"[4.923913,1.920662,3.98345]",
459,"[4.839356,1.903993,3.983415]",
460,"[4.801631,1.895248,3.983397]",
461,"[4.791637,1.892755,3.983392]",
462,"[4.779963,1.88913,3.983384]",
463,"[4.77606,1.887672,3.983381]",
464,"[4.769229,1.885352,3.983376]",
465,"[4.766228,1.88431,3.983374]",
466,"[4.763651,1.883383,3.983372]",
467,"[4.758121,1.881577,3.983368]",
468,"[4.754963,1.880545,3.983366]",
469,"[4.747833,1.876946,3.983359]",
470,"[4.744329,1.875013,3.983355]",
471,"[4.736903,1.870906,3.983346]",
472,"[4.733071,1.86881,3.983341]",
473,"[4.729942,1.867188,3.983338]",
474,"[4.724773,1.865047,3.983334]",
475,"[4.722607,1.864362,3.983332]",
476,"[4.721823,1.863895,3.983331]",
477,"[4.721481,1.863703,3.983331]",
478,"[4.72158,1.863677,3.983331]",
479,"[4.7216,1.863777,3.983331]",
480,"[4.722344,1.864241,3.983332]",
481,"[4.72308,1.864612,3.983333]",
482,"[4.72382,1.864942,3.983333]",
483,"[4.725829,1.865341,3.983334]",
484,"[4.727095,1.865871,3.983335]",
485,"[4.729055,1.8665,3.983337]",
486,"[4.765272,1.8694,3.983343]",
487,"[4.795656,1.871563,3.983347]",
488,"[4.804187,1.872142,3.983348]",
489,"[4.810048,1.872411,3.983349]",
490,"[4.818645,1.872781,3.98335]",
491,"[4.821933,1.873033,3.98335]",
492,"[4.827138,1.87249,3.983349]",
493,"[4.829268,1.871917,3.983348]",
494,"[4.832767,1.871039,3.983346]",
495,"[4.83431,1.870684,3.983346]",
496,"[4.835683,1.870298,3.983345]",
497,"[4.836953,1.869793,3.983344]",
498,"[4.837038,1.869615,3.983343]",
499,"[4.81204,1.865043,3.983334]",
500,"[4.797561,1.862401,3.983328]",
501,"[4.778533,1.857819,3.983319]",
502,"[4.772049,1.856555,3.983316]",
503,"[4.762202,1.854919,3.983312]",
504,"[4.719627,1.857141,3.983317]",
505,"[4.699574,1.858116,3.983319]",
506,"[4.528917,1.945774,3.983503]",
507,"[4.510327,1.954696,3.983521]",
508,"[4.489271,1.964148,3.983541]",
509,"[4.481709,1.966746,3.983547]",
510,"[4.46953,1.970579,3.983555]",
511,"[4.465436,1.971936,3.983557]",
512,"[4.461425,1.973113,3.98356]",
513,"[4.455022,1.973508,3.983561]",
514,"[4.453643,1.973678,3.983561]",
515,"[4.450062,1.974116,3.983562]",
516,"[4.448233,1.974352,3.983562]",
517,"[4.443765,1.974951,3.983564]",
518,"[4.441045,1.975324,3.983565]",
519,"[4.436068,1.975942,3.983566]",
520,"[4.433644,1.976149,3.983566]",
521,"[4.433606,1.976138,3.983566]",
522,"[4.433349,1.976017,3.983566]",
523,"[4.433119,1.976002,3.983566]",
524,"[4.433088,1.97701,3.983568]",
525,"[4.433377,1.977798,3.98357]",
526,"[4.445494,1.983113,3.983581]",
527,"[4.455232,1.987213,3.983589]",
528,"[4.465201,1.989991,3.983595]",
529,"[4.468154,1.990599,3.983597]",
530,"[4.469955,1.990959,3.983597]",
531,"[4.472521,1.991211,3.983598]",
532,"[4.472988,1.991427,3.983598]",
533,"[4.475101,1.992097,3.9836]",
534,"[4.475645,1.992213,3.9836]",
535,"[4.476434,1.992276,3.9836]",
536,"[4.476747,1.992157,3.9836]",
537,"[4.476908,1.991973,3.983599]",
538,"[4.478379,1.991504,3.983598]",
539,"[4.478907,1.991304,3.983598]",
540,"[4.479236,1.990912,3.983597]",
541,"[4.479053,1.99018,3.983596]",
542,"[4.466865,1.900313,3.983407]",
543,"[4.461313,1.866645,3.983337]",
544,"[4.457727,1.849121,3.9833]",
545,"[4.450024,1.787702,3.983172]",
546,"[4.448421,1.772786,3.98314]",
547,"[4.445439,1.757559,3.983109]",
548,"[4.444005,1.75231,3.983098]",
549,"[4.442125,1.74461,3.983081]",
550,"[4.441539,1.74146,3.983075]",
551,"[4.444324,1.736314,3.983064]",
552,"[4.445385,1.73316,3.983057]",
553,"[4.446096,1.731567,3.983054]",
554,"[4.447277,1.727997,3.983047]",
555,"[4.447853,1.725758,3.983042]",
556,"[4.450059,1.7193,3.983028]",
557,"[4.452449,1.715197,3.98302]",
558,"[4.456027,1.70813,3.983005]",
559,"[4.45799,1.705008,3.982998]",
560,"[4.459669,1.701995,3.982992]",
561,"[4.462345,1.69689,3.982981]",
562,"[4.463564,1.69463,3.982977]",
563,"[4.468425,1.690977,3.982969]",
564,"[4.470172,1.690701,3.982969]",
565,"[4.47324,1.690058,3.982967]",
566,"[4.474533,1.689653,3.982966]",
567,"[4.475801,1.689082,3.982965]",
568,"[4.478352,1.687624,3.982962]",
569,"[4.479735,1.686685,3.98296]",
570,"[4.480634,1.685225,3.982957]",
571,"[4.480867,1.684613,3.982956]",
572,"[4.481205,1.684064,3.982955]",
573,"[4.481318,1.684187,3.982955]",
574,"[4.481395,1.684835,3.982956]",
575,"[4.481381,1.685134,3.982957]",
576,"[4.481349,1.685432,3.982957]",
577,"[4.481345,1.685963,3.982959]",
578,"[4.48141,1.686342,3.982959]",
579,"[4.481874,1.686838,3.98296]",
580,"[4.4823,1.686965,3.982961]",
581,"[4.483247,1.687078,3.982961]",
582,"[4.483546,1.687027,3.982961]",
583,"[4.48385,1.686931,3.98296]",
584,"[4.484633,1.686331,3.982959]",
585,"[4.485078,1.685815,3.982958]",
586,"[4.486189,1.685963,3.982959]",
587,"[4.486674,1.685957,3.982959]",
588,"[4.487659,1.687616,3.982962]",
589,"[4.494458,1.706491,3.983001]",
590,"[4.505994,1.728374,3.983047]",
591,"[4.511035,1.735112,3.983062]",
592,"[4.514598,1.739999,3.983072]",
593,"[4.516962,1.745125,3.983083]",
594,"[4.517712,1.746801,3.983086]",
595,"[4.518937,1.744284,3.983081]",
596,"[4.519482,1.742675,3.983077]",
597,"[4.520668,1.739935,3.983072]",
598,"[4.521391,1.738606,3.983069]",
599,"[4.522011,1.737391,3.983066]",
600,"[4.525156,1.734769,3.983061]",
601,"[4.526573,1.733584,3.983058]",
602,"[4.529042,1.730988,3.983053]",
603,"[4.530246,1.729548,3.98305]",
604,"[4.532089,1.7276,3.983046]",
605,"[4.532496,1.726218,3.983043]",
606,"[4.533085,1.724182,3.983039]",
607,"[4.533282,1.723436,3.983037]",
608,"[4.533888,1.722511,3.983035]",
609,"[4.536274,1.720118,3.98303]",
610,"[4.537311,1.719063,3.983028]",
611,"[4.539482,1.716413,3.983022]",
612,"[4.539494,1.715442,3.98302]",
613,"[4.539592,1.714954,3.983019]",
614,"[4.539635,1.714943,3.983019]",
615,"[4.539695,1.71503,3.983019]",
616,"[4.540508,1.715698,3.983021]",
617,"[4.541797,1.730155,3.983051]",
618,"[4.559664,1.84025,3.983282]",
619,"[4.565011,1.874462,3.983353]",
620,"[4.550025,1.915655,3.98344]",
621,"[4.539176,1.928486,3.983466]",
622,"[4.531621,1.938253,3.983487]",
623,"[4.524086,1.944271,3.9835]",
624,"[4.5214,1.944051,3.983499]",
625,"[4.516227,1.942233,3.983495]",
626,"[4.513781,1.940738,3.983492]",
627,"[4.510656,1.938202,3.983487]",
628,"[4.509226,1.936659,3.983484]",
629,"[4.506574,1.931456,3.983473]",
630,"[4.505401,1.928218,3.983466]",
631,"[4.504443,1.92506,3.983459]",
632,"[4.502066,1.915676,3.98344]",
633,"[4.500689,1.910105,3.983428]",
634,"[4.498105,1.901186,3.983409]",
635,"[4.496842,1.897364,3.983401]",
636,"[4.494497,1.891384,3.983389]",
637,"[4.493207,1.88875,3.983383]",
638,"[4.490811,1.886434,3.983378]",
639,"[4.489391,1.885475,3.983377]",
640,"[4.488173,1.884905,3.983375]",
641,"[4.486031,1.885642,3.983377]",
642,"[4.484932,1.886533,3.983379]",
643,"[4.482939,1.89885,3.983404]",
644,"[4.481512,1.93548,3.983481]",
645,"[4.482095,1.96284,3.983538]",
646,"[4.483057,1.969701,3.983553]",
647,"[4.484187,1.975323,3.983565]",
648,"[4.486677,1.983434,3.983582]",
649,"[4.488438,1.986405,3.983588]",
650,"[4.49273,1.991997,3.983599]",
651,"[4.495679,1.995085,3.983606]",
652,"[4.501206,2.001047,3.983618]",
653,"[4.503881,2.003883,3.983624]",
654,"[4.50614,2.005144,3.983627]",
655,"[4.509328,2.006419,3.98363]",
656,"[4.510283,2.006379,3.98363]",
657,"[4.511089,2.005156,3.983627]",
658,"[4.510916,2.004102,3.983625]",
659,"[4.510233,2.002094,3.983621]",
660,"[4.509928,2.001136,3.983619]",
661,"[4.508066,1.999731,3.983616]",
662,"[4.507163,1.999338,3.983615]",
663,"[4.506291,1.999031,3.983614]",
664,"[4.504197,1.998672,3.983613]",
665,"[4.502634,1.998451,3.983613]",
