frame,gazeStartPos,
0,"[3.867138,2.052283,5.04]",
1,"[3.867369,2.05217,5.04]",
2,"[3.867496,2.052028,5.04]",
3,"[3.867604,2.05184,5.04]",
4,"[3.867604,2.05184,5.04]",
5,"[3.867707,2.05162,5.04]",
6,"[3.867707,2.05162,5.04]",
7,"[3.867657,2.051537,5.04]",
8,"[3.86762,2.051486,5.04]",
9,"[3.867591,2.051442,5.04]",
10,"[3.867616,2.051204,5.04]",
11,"[3.867672,2.051003,5.04]",
12,"[3.867876,2.05074,5.04]",
13,"[3.867968,2.050746,5.04]",
14,"[3.868078,2.050765,5.04]",
15,"[3.868383,2.050786,5.04]",
16,"[3.868568,2.050786,5.04]",
17,"[3.868984,2.050752,5.04]",
18,"[3.86911,2.050625,5.04]",
19,"[3.869246,2.050502,5.04]",
20,"[3.86982,2.050016,5.04]",
21,"[3.870203,2.049629,5.04]",
22,"[3.870675,2.048786,5.04]",
23,"[3.871123,2.048089,5.04]",
24,"[3.874745,2.04466,5.04]",
25,"[3.877271,2.041445,5.04]",
26,"[3.880823,2.037244,5.04]",
27,"[3.894432,2.026308,5.04]",
28,"[3.903909,2.020998,5.04]",
29,"[3.920249,2.01239,5.04]",
30,"[3.92583,2.011489,5.04]",
31,"[3.940474,2.008937,5.04]",
32,"[3.945437,2.007466,5.04]",
33,"[3.953549,2.004931,5.04]",
34,"[3.971619,1.997564,5.04]",
35,"[3.979326,1.993794,5.04]",
36,"[4.014986,1.981449,5.039999]",
37,"[4.039237,1.97568,5.039999]",
38,"[4.100616,1.974721,5.039999]",
39,"[4.136125,1.977522,5.039999]",
40,"[4.147243,1.776345,3.983148]",
41,"[4.180278,1.775298,3.983146]",
42,"[4.213748,1.771263,3.983137]",
43,"[4.275969,1.766495,3.983127]",
44,"[4.311621,1.763859,3.983122]",
45,"[4.364449,1.756422,3.983106]",
46,"[4.387787,1.750806,3.983094]",
47,"[4.415804,1.740814,3.983073]",
48,"[4.454079,1.73108,3.983053]",
49,"[4.457697,1.727032,3.983045]",
50,"[4.47093,1.715873,3.983021]",
51,"[4.479303,1.709696,3.983008]",
52,"[4.48501,1.698555,3.982985]",
53,"[4.506142,1.688875,3.982965]",
54,"[4.577197,1.670495,3.982926]",
55,"[4.730222,1.654707,3.982893]",
56,"[4.863928,1.644818,3.982872]",
57,"[5.949999,1.659584,3.995723]",
58,"[5.95,1.659133,3.951567]",
59,"[5.949999,1.658907,3.876137]",
60,"[5.95,1.658736,3.876762]",
61,"[5.95,1.658445,3.87672]",
62,"[5.95,1.662571,3.90398]",
63,"[5.949999,1.667857,3.973907]",
64,"[5.949999,1.668947,4.005077]",
65,"[5.41157,1.677103,3.98294]",
66,"[5.292666,1.681518,3.982949]",
67,"[4.760086,1.741046,3.983074]",
68,"[4.65649,1.752705,3.983098]",
69,"[4.629976,1.755747,3.983105]",
70,"[4.607585,1.758755,3.983111]",
71,"[4.582758,1.763324,3.983121]",
72,"[4.540984,1.772314,3.98314]",
73,"[4.522194,1.778303,3.983152]",
74,"[4.485215,1.793218,3.983183]",
75,"[4.467648,1.808905,3.983216]",
76,"[4.4548,1.819616,3.983238]",
77,"[4.439372,1.834177,3.983269]",
78,"[4.432031,1.840259,3.983282]",
79,"[4.431473,1.84306,3.983288]",
80,"[4.432452,1.843076,3.983288]",
81,"[4.431678,1.844112,3.98329]",
82,"[4.429616,1.844387,3.98329]",
83,"[4.42696,1.844911,3.983291]",
84,"[4.407566,1.841539,3.983284]",
85,"[4.398944,1.840724,3.983283]",
86,"[4.383881,1.839465,3.98328]",
87,"[4.382864,1.837458,3.983276]",
88,"[4.382999,1.833513,3.983268]",
89,"[4.383755,1.831444,3.983263]",
90,"[4.386655,1.826582,3.983253]",
91,"[4.388315,1.824343,3.983248]",
92,"[4.398155,1.82259,3.983245]",
93,"[4.419957,1.816948,3.983233]",
94,"[4.430319,1.814296,3.983227]",
95,"[4.45092,1.79811,3.983193]",
96,"[4.460583,1.790888,3.983178]",
97,"[4.485214,1.782093,3.98316]",
98,"[4.498596,1.779896,3.983155]",
99,"[4.508956,1.778663,3.983153]",
100,"[4.526898,1.777432,3.98315]",
101,"[4.534761,1.777144,3.98315]",
102,"[4.551235,1.776241,3.983148]",
103,"[4.55844,1.775734,3.983147]",
104,"[4.572131,1.774886,3.983145]",
105,"[4.579473,1.774636,3.983144]",
106,"[4.586091,1.774393,3.983144]",
107,"[4.597971,1.773663,3.983142]",
108,"[4.604089,1.77302,3.983141]",
109,"[4.60475,1.771278,3.983137]",
110,"[4.610909,1.770598,3.983136]",
111,"[4.622201,1.769484,3.983134]",
112,"[4.622391,1.769044,3.983133]",
113,"[4.626772,1.768837,3.983132]",
114,"[4.626531,1.76885,3.983132]",
115,"[4.619011,1.76876,3.983132]",
116,"[4.610614,1.768584,3.983132]",
117,"[4.604796,1.768202,3.983131]",
118,"[4.592924,1.767679,3.98313]",
119,"[4.589492,1.767889,3.98313]",
120,"[4.58482,1.768503,3.983131]",
121,"[4.582995,1.768849,3.983132]",
122,"[4.579856,1.769837,3.983134]",
123,"[4.578515,1.770631,3.983136]",
124,"[4.57722,1.771584,3.983138]",
125,"[4.5751,1.773918,3.983143]",
126,"[4.609732,1.787881,3.983172]",
127,"[4.636765,1.800483,3.983198]",
128,"[4.645316,1.805563,3.983209]",
129,"[4.655505,1.811616,3.983222]",
130,"[4.65979,1.813971,3.983227]",
131,"[4.667804,1.819759,3.983239]",
132,"[4.671985,1.819184,3.983238]",
133,"[4.676011,1.819225,3.983238]",
134,"[4.695054,1.793274,3.983183]",
135,"[4.700527,1.78715,3.983171]",
136,"[4.70842,1.780241,3.983156]",
137,"[4.707043,1.779294,3.983154]",
138,"[4.703772,1.778759,3.983153]",
139,"[4.701812,1.778944,3.983153]",
140,"[4.699998,1.778959,3.983153]",
141,"[4.696217,1.777816,3.983151]",
142,"[4.694289,1.77642,3.983148]",
143,"[4.69,1.772756,3.98314]",
144,"[4.688183,1.770973,3.983137]",
145,"[4.685702,1.768716,3.983132]",
146,"[4.685076,1.768215,3.983131]",
147,"[4.67648,1.768719,3.983132]",
148,"[4.67648,1.768719,3.983132]",
149,"[4.676646,1.768859,3.983132]",
